year_week,month,product_category,customer_state,weekly_sales_volume,total_price,sales_lag_1,sales_lag_2,sales_moving_avg_4
2017-02-20/2017-02-26,2,garden_tools,MT,1,1290.79,2.0,2.0,2.0
2017-02-27/2017-03-05,2,garden_tools,MT,2,242.10000000000002,1.0,2.0,1.6666666666666667
2017-04-10/2017-04-16,4,garden_tools,MT,3,775.8299999999999,2.0,1.0,1.75
2017-05-29/2017-06-04,6,garden_tools,MT,1,146.57999999999998,3.0,2.0,2.0
2017-07-03/2017-07-09,7,garden_tools,MT,2,327.82,1.0,3.0,1.75
2017-08-07/2017-08-13,8,garden_tools,MT,2,1123.07,2.0,1.0,2.0
2017-08-28/2017-09-03,8,garden_tools,MT,1,79.56,2.0,2.0,2.0
2017-09-18/2017-09-24,9,garden_tools,MT,1,74.64,1.0,2.0,1.5
2017-09-25/2017-10-01,9,garden_tools,MT,2,64.57,1.0,1.0,1.5
2017-10-02/2017-10-08,10,garden_tools,MT,3,238.68,2.0,1.0,1.5
2017-10-30/2017-11-05,11,garden_tools,MT,8,1121.46,3.0,2.0,1.75
2017-11-20/2017-11-26,11,garden_tools,MT,1,68.66,8.0,3.0,3.5
2017-12-04/2017-12-10,12,garden_tools,MT,2,232.69,1.0,8.0,3.5
2017-12-11/2017-12-17,12,garden_tools,MT,1,97.39,2.0,1.0,3.5
2018-01-08/2018-01-14,1,garden_tools,MT,2,138.98,1.0,2.0,3.0
2018-01-15/2018-01-21,1,garden_tools,MT,1,69.49,2.0,1.0,1.5
2018-01-22/2018-01-28,1,garden_tools,MT,2,198.82,1.0,2.0,1.5
2018-02-12/2018-02-18,2,garden_tools,MT,1,69.49,2.0,1.0,1.5
2018-02-26/2018-03-04,3,garden_tools,MT,1,243.67000000000002,1.0,2.0,1.5
2018-03-05/2018-03-11,3,garden_tools,MT,1,81.00999999999999,1.0,1.0,1.25
2018-03-12/2018-03-18,3,garden_tools,MT,2,162.01999999999998,1.0,1.0,1.25
2018-04-09/2018-04-15,4,garden_tools,MT,1,79.11,2.0,1.0,1.25
2018-04-30/2018-05-06,5,garden_tools,MT,2,107.8,1.0,2.0,1.25
2018-05-07/2018-05-13,5,garden_tools,MT,2,1328.75,2.0,1.0,1.5
2018-06-11/2018-06-17,6,garden_tools,MT,1,77.32,2.0,2.0,1.75
2018-08-06/2018-08-12,8,garden_tools,MT,1,196.17000000000002,1.0,2.0,1.5
2017-01-23/2017-01-29,1,garden_tools,PA,1,56.599999999999994,0.0,0.0,0.0
2017-02-13/2017-02-19,2,garden_tools,PA,1,1094.37,1.0,0.0,1.0
2017-03-06/2017-03-12,3,garden_tools,PA,1,164.84,1.0,1.0,1.0
2017-03-13/2017-03-19,3,garden_tools,PA,1,1481.03,1.0,1.0,1.0
2017-07-03/2017-07-09,7,garden_tools,PA,1,372.16,1.0,1.0,1.0
2017-07-24/2017-07-30,7,garden_tools,PA,1,88.72,1.0,1.0,1.0
2017-09-11/2017-09-17,9,garden_tools,PA,1,61.89,1.0,1.0,1.0
2017-09-18/2017-09-24,9,garden_tools,PA,1,83.47999999999999,1.0,1.0,1.0
2017-10-02/2017-10-08,10,garden_tools,PA,5,443.6,1.0,1.0,1.0
2017-10-09/2017-10-15,10,garden_tools,PA,1,168.4,5.0,1.0,2.0
2017-10-16/2017-10-22,10,garden_tools,PA,2,177.44,1.0,5.0,2.0
2017-10-23/2017-10-29,10,garden_tools,PA,2,248.04999999999998,2.0,1.0,2.25
2017-11-06/2017-11-12,11,garden_tools,PA,1,261.42,2.0,2.0,2.5
2017-11-20/2017-11-26,11,garden_tools,PA,2,155.64,1.0,2.0,1.5
2017-12-18/2017-12-24,12,garden_tools,PA,1,261.42,2.0,1.0,1.75
2018-01-08/2018-01-14,1,garden_tools,PA,1,78.65,1.0,2.0,1.5
2018-02-26/2018-03-04,2,garden_tools,PA,1,389.01,1.0,1.0,1.25
2018-03-12/2018-03-18,3,garden_tools,PA,3,289.02,1.0,1.0,1.25
2018-04-09/2018-04-15,4,garden_tools,PA,1,283.62,3.0,1.0,1.5
2018-04-30/2018-05-06,5,garden_tools,PA,3,221.12,1.0,3.0,1.5
2018-06-04/2018-06-10,6,garden_tools,PA,1,64.50999999999999,3.0,1.0,2.0
2018-06-11/2018-06-17,6,garden_tools,PA,3,876.1199999999999,1.0,3.0,2.0
2018-07-09/2018-07-15,7,garden_tools,PA,1,48.75,3.0,1.0,2.0
2018-07-16/2018-07-22,7,garden_tools,PA,1,114.69999999999999,1.0,3.0,2.0
2017-02-06/2017-02-12,2,garden_tools,PB,1,491.67999999999995,0.0,0.0,0.0
2017-03-13/2017-03-19,3,garden_tools,PB,1,59.739999999999995,1.0,0.0,1.0
2017-03-27/2017-04-02,3,garden_tools,PB,1,2324.99,1.0,1.0,1.0
2017-06-05/2017-06-11,6,garden_tools,PB,1,1217.78,1.0,1.0,1.0
2017-07-24/2017-07-30,7,garden_tools,PB,1,107.03,1.0,1.0,1.0
2017-09-11/2017-09-17,9,garden_tools,PB,2,1363.6999999999998,1.0,1.0,1.0
2017-11-13/2017-11-19,11,garden_tools,PB,1,97.87,2.0,1.0,1.25
2017-12-11/2017-12-17,12,garden_tools,PB,1,96.96000000000001,1.0,2.0,1.25
2018-01-08/2018-01-14,1,garden_tools,PB,1,87.8,1.0,1.0,1.25
2018-02-12/2018-02-18,2,garden_tools,PB,2,175.6,1.0,1.0,1.25
2018-02-26/2018-03-04,2,garden_tools,PB,1,79.05,2.0,1.0,1.25
2018-04-23/2018-04-29,4,garden_tools,PB,1,93.75,1.0,2.0,1.25
2018-07-16/2018-07-22,7,garden_tools,PB,1,133.18,1.0,1.0,1.25
2017-03-06/2017-03-12,3,garden_tools,PE,3,286.98,0.0,0.0,0.0
2017-03-13/2017-03-19,3,garden_tools,PE,1,355.95,3.0,0.0,3.0
2017-04-03/2017-04-09,4,garden_tools,PE,1,246.79,1.0,3.0,2.0
2017-05-08/2017-05-14,5,garden_tools,PE,1,88.72,1.0,1.0,1.6666666666666667
2017-06-19/2017-06-25,6,garden_tools,PE,1,140.75,1.0,1.0,1.5
2017-07-17/2017-07-23,7,garden_tools,PE,1,776.39,1.0,1.0,1.0
2017-07-24/2017-07-30,7,garden_tools,PE,1,138.06,1.0,1.0,1.0
2017-08-14/2017-08-20,8,garden_tools,PE,2,198.82,1.0,1.0,1.0
2017-08-21/2017-08-27,8,garden_tools,PE,1,152.54,2.0,1.0,1.25
2017-08-28/2017-09-03,8,garden_tools,PE,2,177.44,1.0,2.0,1.25
2017-08-28/2017-09-03,9,garden_tools,PE,1,88.72,2.0,1.0,1.5
2017-09-04/2017-09-10,9,garden_tools,PE,1,88.72,1.0,2.0,1.5
2017-09-11/2017-09-17,9,garden_tools,PE,1,147.67000000000002,1.0,1.0,1.25
2017-09-18/2017-09-24,9,garden_tools,PE,1,88.72,1.0,1.0,1.25
2017-09-25/2017-10-01,9,garden_tools,PE,2,177.44,1.0,1.0,1.0
2017-10-02/2017-10-08,10,garden_tools,PE,3,349.98,2.0,1.0,1.25
2017-10-16/2017-10-22,10,garden_tools,PE,1,75.77,3.0,2.0,1.75
2017-11-20/2017-11-26,11,garden_tools,PE,7,576.68,1.0,3.0,1.75
2017-12-11/2017-12-17,12,garden_tools,PE,1,87.81,7.0,1.0,3.25
2017-12-25/2017-12-31,12,garden_tools,PE,3,236.01,1.0,7.0,3.0
2018-01-01/2018-01-07,1,garden_tools,PE,1,56.94,3.0,1.0,3.0
2018-01-15/2018-01-21,1,garden_tools,PE,1,78.65,1.0,3.0,3.0
2018-01-29/2018-02-04,1,garden_tools,PE,1,78.65,1.0,1.0,1.5
2018-02-12/2018-02-18,2,garden_tools,PE,3,235.95000000000002,1.0,1.0,1.5
2018-02-19/2018-02-25,2,garden_tools,PE,1,46.53,3.0,1.0,1.5
2018-02-26/2018-03-04,3,garden_tools,PE,1,82.68,1.0,3.0,1.5
2018-03-05/2018-03-11,3,garden_tools,PE,1,96.34,1.0,1.0,1.5
2018-03-12/2018-03-18,3,garden_tools,PE,1,96.34,1.0,1.0,1.5
2018-04-16/2018-04-22,4,garden_tools,PE,6,1163.6100000000001,1.0,1.0,1.0
2018-04-23/2018-04-29,4,garden_tools,PE,1,89.64,6.0,1.0,2.25
2018-05-28/2018-06-03,5,garden_tools,PE,1,115.72,1.0,6.0,2.25
2018-06-25/2018-07-01,6,garden_tools,PE,2,579.93,1.0,1.0,2.25
2018-06-25/2018-07-01,7,garden_tools,PE,1,477.77,2.0,1.0,2.5
2018-07-02/2018-07-08,7,garden_tools,PE,2,358.32,1.0,2.0,1.25
2018-07-16/2018-07-22,7,garden_tools,PE,1,146.49,2.0,1.0,1.5
2018-07-23/2018-07-29,7,garden_tools,PE,2,311.5,1.0,2.0,1.5
2018-08-06/2018-08-12,8,garden_tools,PE,1,98.19,2.0,1.0,1.5
2018-08-13/2018-08-19,8,garden_tools,PE,2,327.39,1.0,2.0,1.5
2017-02-20/2017-02-26,2,garden_tools,PI,1,1146.2,0.0,0.0,0.0
2017-03-06/2017-03-12,3,garden_tools,PI,1,64.74,1.0,0.0,1.0
2017-04-10/2017-04-16,4,garden_tools,PI,1,1039.9,1.0,1.0,1.0
2017-05-01/2017-05-07,5,garden_tools,PI,1,475.0,1.0,1.0,1.0
2017-05-08/2017-05-14,5,garden_tools,PI,1,104.88999999999999,1.0,1.0,1.0
2017-07-03/2017-07-09,7,garden_tools,PI,2,283.19,1.0,1.0,1.0
2017-07-10/2017-07-16,7,garden_tools,PI,1,163.91,2.0,1.0,1.25
2017-10-16/2017-10-22,10,garden_tools,PI,1,130.13,1.0,2.0,1.25
2017-11-06/2017-11-12,11,garden_tools,PI,1,97.87,1.0,1.0,1.25
2017-11-13/2017-11-19,11,garden_tools,PI,1,97.87,1.0,1.0,1.25
2018-02-12/2018-02-18,2,garden_tools,PI,1,87.8,1.0,1.0,1.0
2018-02-19/2018-02-25,2,garden_tools,PI,1,233.79,1.0,1.0,1.0
2018-03-12/2018-03-18,3,garden_tools,PI,1,136.6,1.0,1.0,1.0
2018-04-16/2018-04-22,4,garden_tools,PI,1,106.85,1.0,1.0,1.0
2018-04-23/2018-04-29,4,garden_tools,PI,1,53.9,1.0,1.0,1.0
2016-10-03/2016-10-09,10,garden_tools,PR,1,156.22,0.0,0.0,0.0
2017-01-09/2017-01-15,1,garden_tools,PR,1,429.7,1.0,0.0,1.0
2017-01-16/2017-01-22,1,garden_tools,PR,1,175.85,1.0,1.0,1.0
2017-02-13/2017-02-19,2,garden_tools,PR,2,609.37,1.0,1.0,1.0
2017-02-20/2017-02-26,2,garden_tools,PR,1,54.42,2.0,1.0,1.25
2017-02-27/2017-03-05,3,garden_tools,PR,1,107.01,1.0,2.0,1.25
2017-03-06/2017-03-12,3,garden_tools,PR,2,98.84,1.0,1.0,1.25
2017-03-13/2017-03-19,3,garden_tools,PR,2,98.84,2.0,1.0,1.5
2017-04-03/2017-04-09,4,garden_tools,PR,1,49.42,2.0,2.0,1.5
2017-04-10/2017-04-16,4,garden_tools,PR,1,129.06,1.0,2.0,1.5
2017-04-17/2017-04-23,4,garden_tools,PR,1,485.51,1.0,1.0,1.5
2017-04-24/2017-04-30,4,garden_tools,PR,2,484.39,1.0,1.0,1.25
2017-05-01/2017-05-07,5,garden_tools,PR,1,27.86,2.0,1.0,1.25
2017-05-08/2017-05-14,5,garden_tools,PR,6,880.3799999999999,1.0,2.0,1.25
2017-05-22/2017-05-28,5,garden_tools,PR,3,413.49,6.0,1.0,2.5
2017-05-29/2017-06-04,5,garden_tools,PR,3,199.47,3.0,6.0,3.0
2017-06-05/2017-06-11,6,garden_tools,PR,1,70.03,3.0,3.0,3.25
2017-06-19/2017-06-25,6,garden_tools,PR,1,50.5,1.0,3.0,3.25
2017-06-26/2017-07-02,6,garden_tools,PR,2,284.96000000000004,1.0,1.0,2.0
2017-07-03/2017-07-09,7,garden_tools,PR,1,316.85,2.0,1.0,1.75
2017-07-10/2017-07-16,7,garden_tools,PR,1,196.92000000000002,1.0,2.0,1.25
2017-07-17/2017-07-23,7,garden_tools,PR,7,623.78,1.0,1.0,1.25
2017-08-07/2017-08-13,8,garden_tools,PR,1,77.57,7.0,1.0,2.75
2017-08-14/2017-08-20,8,garden_tools,PR,2,497.65,1.0,7.0,2.5
2017-08-21/2017-08-27,8,garden_tools,PR,2,166.99,2.0,1.0,2.75
2017-08-28/2017-09-03,8,garden_tools,PR,1,22.59,2.0,2.0,3.0
2017-08-28/2017-09-03,9,garden_tools,PR,1,77.57,1.0,2.0,1.5
2017-09-04/2017-09-10,9,garden_tools,PR,1,23.689999999999998,1.0,1.0,1.5
2017-09-11/2017-09-17,9,garden_tools,PR,1,163.71,1.0,1.0,1.25
2017-09-18/2017-09-24,9,garden_tools,PR,5,506.28,1.0,1.0,1.0
2017-09-25/2017-10-01,9,garden_tools,PR,9,807.1499999999999,5.0,1.0,2.0
2017-09-25/2017-10-01,10,garden_tools,PR,1,77.57,9.0,5.0,4.0
2017-10-02/2017-10-08,10,garden_tools,PR,4,310.28,1.0,9.0,4.0
2017-10-09/2017-10-15,10,garden_tools,PR,2,155.14,4.0,1.0,4.75
2017-10-16/2017-10-22,10,garden_tools,PR,3,440.77,2.0,4.0,4.0
2017-10-23/2017-10-29,10,garden_tools,PR,3,463.0,3.0,2.0,2.5
2017-10-30/2017-11-05,10,garden_tools,PR,3,197.36999999999998,3.0,3.0,3.0
2017-10-30/2017-11-05,11,garden_tools,PR,3,228.88,3.0,3.0,2.75
2017-11-06/2017-11-12,11,garden_tools,PR,3,224.98,3.0,3.0,3.0
2017-11-20/2017-11-26,11,garden_tools,PR,13,1072.75,3.0,3.0,3.0
2017-11-27/2017-12-03,11,garden_tools,PR,8,583.74,13.0,3.0,5.5
2017-11-27/2017-12-03,12,garden_tools,PR,1,140.49,8.0,13.0,6.75
2017-12-04/2017-12-10,12,garden_tools,PR,4,588.76,1.0,8.0,6.25
2017-12-11/2017-12-17,12,garden_tools,PR,8,676.6999999999999,4.0,1.0,6.5
2017-12-18/2017-12-24,12,garden_tools,PR,2,137.65,8.0,4.0,5.25
2017-12-25/2017-12-31,12,garden_tools,PR,7,472.68,2.0,8.0,3.75
2018-01-01/2018-01-07,1,garden_tools,PR,1,189.84,7.0,2.0,5.25
2018-01-08/2018-01-14,1,garden_tools,PR,2,421.97,1.0,7.0,4.5
2018-01-15/2018-01-21,1,garden_tools,PR,3,549.13,2.0,1.0,3.0
2018-01-22/2018-01-28,1,garden_tools,PR,5,515.31,3.0,2.0,3.25
2018-01-29/2018-02-04,2,garden_tools,PR,1,170.71,5.0,3.0,2.75
2018-02-05/2018-02-11,2,garden_tools,PR,5,591.53,1.0,5.0,2.75
2018-02-12/2018-02-18,2,garden_tools,PR,4,349.18,5.0,1.0,3.5
2018-02-19/2018-02-25,2,garden_tools,PR,1,25.67,4.0,5.0,3.75
2018-02-26/2018-03-04,3,garden_tools,PR,2,1318.43,1.0,4.0,2.75
2018-03-05/2018-03-11,3,garden_tools,PR,1,71.53,2.0,1.0,3.0
2018-03-12/2018-03-18,3,garden_tools,PR,3,188.7,1.0,2.0,2.0
2018-03-19/2018-03-25,3,garden_tools,PR,1,75.25,3.0,1.0,1.75
2018-03-26/2018-04-01,3,garden_tools,PR,3,361.59,1.0,3.0,1.75
2018-04-02/2018-04-08,4,garden_tools,PR,1,78.99000000000001,3.0,1.0,2.0
2018-04-09/2018-04-15,4,garden_tools,PR,1,77.28999999999999,1.0,3.0,2.0
2018-04-16/2018-04-22,4,garden_tools,PR,4,236.95,1.0,1.0,1.5
2018-04-23/2018-04-29,4,garden_tools,PR,6,767.0,4.0,1.0,2.25
2018-04-30/2018-05-06,5,garden_tools,PR,3,390.21000000000004,6.0,4.0,3.0
2018-05-07/2018-05-13,5,garden_tools,PR,4,867.48,3.0,6.0,3.5
2018-05-14/2018-05-20,5,garden_tools,PR,5,1134.06,4.0,3.0,4.25
2018-05-21/2018-05-27,5,garden_tools,PR,1,195.18,5.0,4.0,4.5
2018-05-28/2018-06-03,5,garden_tools,PR,1,69.22,1.0,5.0,3.25
2018-05-28/2018-06-03,6,garden_tools,PR,1,169.82,1.0,1.0,2.75
2018-06-04/2018-06-10,6,garden_tools,PR,1,140.69,1.0,1.0,2.0
2018-06-11/2018-06-17,6,garden_tools,PR,2,250.39999999999998,1.0,1.0,1.0
2018-06-18/2018-06-24,6,garden_tools,PR,1,125.99,2.0,1.0,1.25
2018-06-25/2018-07-01,6,garden_tools,PR,3,407.55,1.0,2.0,1.25
2018-07-02/2018-07-08,7,garden_tools,PR,1,400.75,3.0,1.0,1.75
2018-07-09/2018-07-15,7,garden_tools,PR,1,43.17,1.0,3.0,1.75
2018-07-16/2018-07-22,7,garden_tools,PR,2,290.25,1.0,1.0,1.5
2018-07-30/2018-08-05,7,garden_tools,PR,1,150.98,2.0,1.0,1.75
2018-08-06/2018-08-12,8,garden_tools,PR,4,682.09,1.0,2.0,1.25
2018-08-13/2018-08-19,8,garden_tools,PR,2,195.81,4.0,1.0,2.0
2016-10-03/2016-10-09,10,garden_tools,RJ,1,611.56,0.0,0.0,0.0
2017-01-09/2017-01-15,1,garden_tools,RJ,1,424.04,1.0,0.0,1.0
2017-01-16/2017-01-22,1,garden_tools,RJ,1,50.59,1.0,1.0,1.0
2017-01-23/2017-01-29,1,garden_tools,RJ,3,792.1199999999999,1.0,1.0,1.0
2017-01-30/2017-02-05,1,garden_tools,RJ,2,115.8,3.0,1.0,1.5
2017-01-30/2017-02-05,2,garden_tools,RJ,1,63.58,2.0,3.0,1.75
2017-02-06/2017-02-12,2,garden_tools,RJ,1,63.56,1.0,2.0,1.75
2017-02-13/2017-02-19,2,garden_tools,RJ,6,787.3800000000001,1.0,1.0,1.75
2017-02-20/2017-02-26,2,garden_tools,RJ,1,36.25,6.0,1.0,2.5
2017-02-27/2017-03-05,3,garden_tools,RJ,4,435.64,1.0,6.0,2.25
2017-03-06/2017-03-12,3,garden_tools,RJ,1,128.88,4.0,1.0,3.0
2017-03-13/2017-03-19,3,garden_tools,RJ,9,1035.8,1.0,4.0,3.0
2017-03-20/2017-03-26,3,garden_tools,RJ,7,879.9200000000001,9.0,1.0,3.75
2017-03-27/2017-04-02,3,garden_tools,RJ,1,689.63,7.0,9.0,5.25
2017-04-03/2017-04-09,4,garden_tools,RJ,6,3684.81,1.0,7.0,4.5
2017-04-10/2017-04-16,4,garden_tools,RJ,3,274.79,6.0,1.0,5.75
2017-04-17/2017-04-23,4,garden_tools,RJ,8,1169.7,3.0,6.0,4.25
2017-04-24/2017-04-30,4,garden_tools,RJ,2,255.69,8.0,3.0,4.5
2017-05-01/2017-05-07,5,garden_tools,RJ,4,763.9100000000001,2.0,8.0,4.75
2017-05-08/2017-05-14,5,garden_tools,RJ,2,972.45,4.0,2.0,4.25
2017-05-15/2017-05-21,5,garden_tools,RJ,8,1098.47,2.0,4.0,4.0
2017-05-22/2017-05-28,5,garden_tools,RJ,2,657.44,8.0,2.0,4.0
2017-05-29/2017-06-04,5,garden_tools,RJ,1,56.620000000000005,2.0,8.0,4.0
2017-05-29/2017-06-04,6,garden_tools,RJ,1,129.53,1.0,2.0,3.25
2017-06-05/2017-06-11,6,garden_tools,RJ,1,47.839999999999996,1.0,1.0,3.0
2017-06-12/2017-06-18,6,garden_tools,RJ,8,895.76,1.0,1.0,1.25
2017-06-19/2017-06-25,6,garden_tools,RJ,2,152.17000000000002,8.0,1.0,2.75
2017-06-26/2017-07-02,6,garden_tools,RJ,6,503.56,2.0,8.0,3.0
2017-06-26/2017-07-02,7,garden_tools,RJ,2,97.2,6.0,2.0,4.25
2017-07-03/2017-07-09,7,garden_tools,RJ,6,991.63,2.0,6.0,4.5
2017-07-10/2017-07-16,7,garden_tools,RJ,4,270.04999999999995,6.0,2.0,4.0
2017-07-17/2017-07-23,7,garden_tools,RJ,17,1862.59,4.0,6.0,4.5
2017-07-24/2017-07-30,7,garden_tools,RJ,6,680.62,17.0,4.0,7.25
2017-07-31/2017-08-06,7,garden_tools,RJ,2,155.14,6.0,17.0,8.25
2017-07-31/2017-08-06,8,garden_tools,RJ,8,714.54,2.0,6.0,7.25
2017-08-07/2017-08-13,8,garden_tools,RJ,10,1483.12,8.0,2.0,8.25
2017-08-14/2017-08-20,8,garden_tools,RJ,10,1297.62,10.0,8.0,6.5
2017-08-21/2017-08-27,8,garden_tools,RJ,4,514.9300000000001,10.0,10.0,7.5
2017-08-28/2017-09-03,8,garden_tools,RJ,12,1172.3899999999999,4.0,10.0,8.0
2017-08-28/2017-09-03,9,garden_tools,RJ,5,496.86999999999995,12.0,4.0,9.0
2017-09-04/2017-09-10,9,garden_tools,RJ,8,821.25,5.0,12.0,7.75
2017-09-11/2017-09-17,9,garden_tools,RJ,9,751.1199999999999,8.0,5.0,7.25
2017-09-18/2017-09-24,9,garden_tools,RJ,3,288.19,9.0,8.0,8.5
2017-09-25/2017-10-01,9,garden_tools,RJ,7,611.24,3.0,9.0,6.25
2017-10-02/2017-10-08,10,garden_tools,RJ,12,3002.2,7.0,3.0,6.75
2017-10-09/2017-10-15,10,garden_tools,RJ,5,375.39,12.0,7.0,7.75
2017-10-16/2017-10-22,10,garden_tools,RJ,12,932.0699999999999,5.0,12.0,6.75
2017-10-23/2017-10-29,10,garden_tools,RJ,9,665.75,12.0,5.0,9.0
2017-10-30/2017-11-05,10,garden_tools,RJ,2,206.02999999999997,9.0,12.0,9.5
2017-10-30/2017-11-05,11,garden_tools,RJ,2,155.14,2.0,9.0,7.0
2017-11-06/2017-11-12,11,garden_tools,RJ,18,2144.95,2.0,2.0,6.25
2017-11-13/2017-11-19,11,garden_tools,RJ,6,944.01,18.0,2.0,7.75
2017-11-20/2017-11-26,11,garden_tools,RJ,49,4549.53,6.0,18.0,7.0
2017-11-27/2017-12-03,11,garden_tools,RJ,17,1823.08,49.0,6.0,18.75
2017-11-27/2017-12-03,12,garden_tools,RJ,2,197.82999999999998,17.0,49.0,22.5
2017-12-04/2017-12-10,12,garden_tools,RJ,20,2371.92,2.0,17.0,18.5
2017-12-11/2017-12-17,12,garden_tools,RJ,7,566.4399999999999,20.0,2.0,22.0
2017-12-18/2017-12-24,12,garden_tools,RJ,7,1276.92,7.0,20.0,11.5
2017-12-25/2017-12-31,12,garden_tools,RJ,13,1080.76,7.0,7.0,9.0
2018-01-01/2018-01-07,1,garden_tools,RJ,12,1218.6100000000001,13.0,7.0,11.75
2018-01-08/2018-01-14,1,garden_tools,RJ,14,1090.29,12.0,13.0,9.75
2018-01-15/2018-01-21,1,garden_tools,RJ,7,1347.06,14.0,12.0,11.5
2018-01-22/2018-01-28,1,garden_tools,RJ,9,866.58,7.0,14.0,11.5
2018-01-29/2018-02-04,1,garden_tools,RJ,2,135.0,9.0,7.0,10.5
2018-01-29/2018-02-04,2,garden_tools,RJ,4,678.15,2.0,9.0,8.0
2018-02-05/2018-02-11,2,garden_tools,RJ,16,1297.39,4.0,2.0,5.5
2018-02-12/2018-02-18,2,garden_tools,RJ,11,1324.61,16.0,4.0,7.75
2018-02-19/2018-02-25,2,garden_tools,RJ,2,209.5,11.0,16.0,8.25
2018-02-26/2018-03-04,2,garden_tools,RJ,10,2024.78,2.0,11.0,8.25
2018-02-26/2018-03-04,3,garden_tools,RJ,2,143.06,10.0,2.0,9.75
2018-03-05/2018-03-11,3,garden_tools,RJ,11,1031.1399999999999,2.0,10.0,6.25
2018-03-12/2018-03-18,3,garden_tools,RJ,12,1184.31,11.0,2.0,6.25
2018-03-19/2018-03-25,3,garden_tools,RJ,8,751.52,12.0,11.0,8.75
2018-03-26/2018-04-01,3,garden_tools,RJ,5,1014.64,8.0,12.0,8.25
2018-03-26/2018-04-01,4,garden_tools,RJ,5,376.25,5.0,8.0,9.0
2018-04-02/2018-04-08,4,garden_tools,RJ,13,1249.22,5.0,5.0,7.5
2018-04-09/2018-04-15,4,garden_tools,RJ,3,669.01,13.0,5.0,7.75
2018-04-16/2018-04-22,4,garden_tools,RJ,6,728.64,3.0,13.0,6.5
2018-04-23/2018-04-29,4,garden_tools,RJ,9,690.16,6.0,3.0,6.75
2018-04-30/2018-05-06,4,garden_tools,RJ,2,269.26,9.0,6.0,7.75
2018-04-30/2018-05-06,5,garden_tools,RJ,8,666.17,2.0,9.0,5.0
2018-05-07/2018-05-13,5,garden_tools,RJ,12,1297.87,8.0,2.0,6.25
2018-05-14/2018-05-20,5,garden_tools,RJ,10,6958.01,12.0,8.0,7.75
2018-05-28/2018-06-03,5,garden_tools,RJ,3,312.89,10.0,12.0,8.0
2018-05-28/2018-06-03,6,garden_tools,RJ,2,440.97,3.0,10.0,8.25
2018-06-04/2018-06-10,6,garden_tools,RJ,2,145.55,2.0,3.0,6.75
2018-06-11/2018-06-17,6,garden_tools,RJ,5,710.05,2.0,2.0,4.25
2018-06-18/2018-06-24,6,garden_tools,RJ,5,658.74,5.0,2.0,3.0
2018-06-25/2018-07-01,6,garden_tools,RJ,5,840.83,5.0,5.0,3.5
2018-06-25/2018-07-01,7,garden_tools,RJ,2,182.45999999999998,5.0,5.0,4.25
2018-07-02/2018-07-08,7,garden_tools,RJ,1,120.98,2.0,5.0,4.25
2018-07-09/2018-07-15,7,garden_tools,RJ,2,1919.27,1.0,2.0,3.25
2018-07-16/2018-07-22,7,garden_tools,RJ,6,2018.31,2.0,1.0,2.5
2018-07-23/2018-07-29,7,garden_tools,RJ,5,1036.15,6.0,2.0,2.75
2018-07-30/2018-08-05,7,garden_tools,RJ,2,343.69,5.0,6.0,3.5
2018-07-30/2018-08-05,8,garden_tools,RJ,3,300.96,2.0,5.0,3.75
2018-08-06/2018-08-12,8,garden_tools,RJ,3,376.51,3.0,2.0,4.0
2018-08-13/2018-08-19,8,garden_tools,RJ,4,386.40999999999997,3.0,3.0,3.25
2018-08-20/2018-08-26,8,garden_tools,RJ,4,318.78,4.0,3.0,3.0
2017-03-20/2017-03-26,3,garden_tools,RN,1,164.84,0.0,0.0,0.0
2017-04-24/2017-04-30,4,garden_tools,RN,1,144.79,1.0,0.0,1.0
2017-05-01/2017-05-07,5,garden_tools,RN,4,1475.15,1.0,1.0,1.0
2017-07-17/2017-07-23,7,garden_tools,RN,1,35.61,4.0,1.0,2.0
2017-07-31/2017-08-06,8,garden_tools,RN,1,97.87,1.0,4.0,1.75
2017-10-16/2017-10-22,10,garden_tools,RN,1,97.87,1.0,1.0,1.75
2017-11-20/2017-11-26,11,garden_tools,RN,2,173.94,1.0,1.0,1.75
2017-12-11/2017-12-17,12,garden_tools,RN,1,154.17,2.0,1.0,1.25
2018-01-15/2018-01-21,1,garden_tools,RN,1,87.8,1.0,2.0,1.25
2018-03-12/2018-03-18,3,garden_tools,RN,1,43.75,1.0,1.0,1.25
2018-03-26/2018-04-01,3,garden_tools,RN,1,726.8199999999999,1.0,1.0,1.25
2018-04-30/2018-05-06,5,garden_tools,RN,2,187.5,1.0,1.0,1.0
2018-05-07/2018-05-13,5,garden_tools,RN,1,90.84,2.0,1.0,1.25
2017-03-06/2017-03-12,3,garden_tools,RO,1,64.74,0.0,0.0,0.0
2017-10-16/2017-10-22,10,garden_tools,RO,1,188.82,1.0,0.0,1.0
2017-11-20/2017-11-26,11,garden_tools,RO,1,202.51,1.0,1.0,1.0
2018-01-29/2018-02-04,2,garden_tools,RO,1,147.13,1.0,1.0,1.0
2018-03-12/2018-03-18,3,garden_tools,RO,1,106.85,1.0,1.0,1.0
2018-05-14/2018-05-20,5,garden_tools,RO,2,172.7,1.0,1.0,1.0
2017-07-17/2017-07-23,7,garden_tools,RR,1,225.01,0.0,0.0,0.0
2018-02-19/2018-02-25,2,garden_tools,RR,1,63.34,1.0,0.0,1.0
